company_name,address,employees,asset,company_name_kana,company_name_en,searchtag,salesperson,inactive_flag,status
er DJ株式会社,,,,er DJ,,,サイン #,いいえ,
glio Rabin Todd & McGrath,,,,glio Rabin Todd & McGrath,Pittiglio Rabin Todd & McGrath,,サイン #,いいえ,
al,,,,,,,サイン #,いいえ,
alジャパン株式会社,,,,ャパン,,,サイン #,いいえ,
トナーズ株式会社,,,,トナーズ,,,サイン #,いいえ,
株式会社,,,,,,,サイン #,いいえ,
 EDGE inc.,,,,,,,サイン #,いいえ,
ous Japan,,,,ジャパン,Populous Japan,POPULOUS, Alpha俊徳,いいえ,
pt,,,,,,,サイン #,いいえ,
ctor AI,,,,,,,サイン #,いいえ,
Car Connect Japan K.K.,,,,Car Connect Japan K.K.,Preh Car Connect Japan K.K.,Preh, Alpha俊徳,いいえ,
ntation Plus,,,,,,,サイン #,いいえ,
tals Technologies Japan株式会社,,,,tals Technologies Japan,,, 沙弥香,いいえ,
 Baci,,,,,,,サイン #,いいえ,
ipal Global Investors (Japan)Ltd,,,,ルグローバルインベスターズ,Principal Global Investors (Japan)Ltd,PRINCIPALJ, 右弥,いいえ,
"ssional Outsourcing Solutions,Inc.","2-12-10 Shiba-Daimon, Minato-ku",49,,ショナルアウトソーシングソリューションズ,"Professional Outsourcing Solutions,Inc.",,サイン #,いいえ,
"ssionalOutsourcingSolutions,Inc.","2-12-10 Shiba-Daimon, Minato-ku",49,,ショナルアウトソーシングソリューションズ,"Professional Outsourcing Solutions, Inc.",, 敏之,いいえ,
t Cube Inc.,,,,,,"経営管理システム開発,金融機関向けコンサルティング,金融機関向けシステム販売,金融機関向けシステム開発",サイン #,いいえ,
ession Infonet Pvt.Ltd.,,,,ession Infonet,Progression Infonet Pvt.Ltd.,,サイン #,いいえ,
ct SMOKE,,,,トスモーク,,,サイン #,いいえ,
 GmbH,,,, GmbH,proMX GmbH,,サイン #,いいえ,
point,,,,,,,サイン #,いいえ,
Tech plus株式会社,,,,Tech plus,,, 健太,いいえ,
"ip Information System (Shanghai) Co., Ltd.",,,,,,,サイン #,いいえ,
viti,,,,,,,サイン #,いいえ,
nc.,,,,,,,サイン #,いいえ,
会社,,,,,,,サイン #,いいえ,
ニケーションズ株式会社,,,,ニケーションズ,PS Communications Inc.,PSCO, 佑一,いいえ,
ーションズ株式会社,,,,リューションズ,PS Solutions Corp.,, 賢人,いいえ,
AKATAU NIPPON STEEL SUMIKIN,,,,AKATAU NIPPON STEEL SUMIKIN,PT KRAKATAU NIPPON STEEL SUMIKIN,, 由佳梨,いいえ,
kogawa Indonesia,,,,,,,サイン #,いいえ,
erca Hardayaperkasa,,,,erca Hardayaperkasa,PT. Berca Hardayaperkasa,,サイン #,いいえ,
irebon Energi Prasarana,,,,,,,サイン #,いいえ,
biz Cipta Solusi,,,,biz Cipta Solusi,PT. Ebiz Cipta Solusi,,サイン #,いいえ,
YOKUYO INDUSTRIAL INDONESIA,静岡県駿東郡長泉町東野50-16,,60000000,YOKUYO INDUSTRIAL INDONESIA,,,サイン #,いいえ,
itra Integrasi Informatika,,,,itra Integrasi Informatika,PT. Mitra Integrasi Informatika,,サイン #,いいえ,
NC Kapital Indonesia Tbk,,,,,,,サイン #,いいえ,
KAMOTO LOGISTICS NUSANTARA,東京都港区海岸3-26-1 バーク芝浦,260,,KAMOTO LOGISTICS NUSANTARA,,,サイン #,いいえ,
OYOTA-ASTRA MOTOR,,,,OYOTA-ASTRA MOTOR,,,サイン #,いいえ,
T NETWORK INTEGRATION INDONESIA,,,,T NETWORK INTEGRATION INDONESIA,,,サイン #,いいえ,
 Finance Indonesia,,,, Finance Indonesia,PT. U Finance Indonesia,TPU, 恵,いいえ,
SOL SYSTEMS INDONESIA,,,,SOL SYSTEMS INDONESIA,PT.NSSOL SYSTEMS INDONESIA,NSOLID, 由佳梨,いいえ,
パン株式会社,,,,,,,サイン #,いいえ,
onsulting,,,,,,,サイン #,いいえ,
t,,,,,,,サイン #,いいえ,
"t Labs, Inc.",,,,"t Labs, Inc.","Puppet Labs, Inc.",,サイン #,いいえ,
"Storage, Inc",,,,レージ,"Pure Storage, Inc",,サイン #,いいえ,
apan合同会社,,,,apan,,, 咲千子,いいえ,
た有限責任監査法人,東京都千代田区大手町1-1-1,,1000000000,サホウジン,,, 一晋,いいえ,
サルティング合同会社,,,,サルティング,PwC Consulting LLC,PWCL, 憲樹,いいえ,
バーサービス合同会社,,,,バーサービス,,PWC, 康哲,はい,休眠
士法人,,,,リシホウジン,,,サイン #,いいえ,
証券株式会社,,,,ンショウケン,PWM JAPAN SECURITIES K.K.,LPL,サイン #,はい,休眠
会社,,,,,,,サイン #,いいえ,
c Corporation,,,,c,QLogic Corporation,,サイン #,いいえ,
c Limited,,,,c Limited,QLogic Limited,QLOGIC, 翼,いいえ,
 Software Inc,,,, Software,Qorus Software Inc,,サイン #,いいえ,
uality Security Systems AB,,,,エスクオリティセキュリティシステムズエービー,QSS Quality Security Systems AB,QSS,サイン #,はい,休眠
 TECHNOLOGIES,,,,,,,サイン #,いいえ,
ty Soft,,,,,,,サイン #,いいえ,
a Cloud Technology Japan株式会社,東京都港区芝大門2-5-8 芝大門牧田ビル,,,a Cloud Technology Japan,,,サイン #,いいえ,
" BEE CAPITAL CO., LTD.",,,,,,,サイン #,いいえ,
 Bee Capital株式会社,,,,ーキャピタル,"Queen Bee Capital Co., Ltd",, 涼,いいえ,
" Software, Inc.",,,,フトウェア,"Quest Software, Inc.",クエスト・ソフトウェア,サイン #,いいえ,
ly Concierge,,,,,,,サイン #,いいえ,
talia S.r.l.,,,,シーイタリア,QVC Italia S.r.l.,QVCITALIA, 伊織,はい,休眠
tudio Park,,,,tudio Park,QVC Studio Park,,サイン #,いいえ,
Inc.,,,,,,,サイン #,いいえ,
Inc.,,,,,,,サイン #,いいえ,
onsulting合同会社,,,,,,,サイン #,いいえ,
en Asia Pte. Ltd.,,,,en Asia Pte. Ltd.,,, 勇樹,いいえ,
"en USA, Inc.",,,,,,,サイン #,いいえ,
"en, Inc",,,,"en, Inc",,, 勇樹,いいえ,
"en, Inc.",,,,,,,サイン #,いいえ,
ER,,,,,,,サイン #,いいえ,
tad K.K.,,,,,,,サイン #,いいえ,
7 Japan 株式会社,,,,7 Japan,Rapid7 Japan K.K.,RAP,サイン #,いいえ,
"an Asia Pacific, Inc.",,,,,,,サイン #,いいえ,
an International B.V.,,,,,,,サイン #,いいえ,
株式会社,,,,,,, 博之,いいえ,
ervices (Grobal) Ltd.,,,,シーサービス,RBC Services (Grobal) Ltd.,,サイン #,はい,休眠
ピタルマーケッツ証券会社 東京支店,東京都港区赤坂一丁目8番1号 赤坂インターシティAIR 8階,,,シーキャピタルマーケッツショウケン トウキョウシテン,RBC Capital Markets (Japan) Ltd.,RBC,サイン #,はい,休眠
株式会社,,,,,,,サイン #,いいえ,
ive Media Limited,,,,ive Media Limited,Reactive Media Limited,,サイン #,いいえ,
FOR株式会社,,,,FOR,,, 雄三,いいえ,
LOBE,,,,,,,サイン #,いいえ,
at Asia Pacific Pte Ltd,,,,トアジアパシフィック,,,サイン #,いいえ,
"at, Inc.",,,,トインク,,,サイン #,いいえ,
hoes,,,,,,,サイン #,いいえ,
 SHOES,,,,,,,サイン #,いいえ,
NCE,,,,,,,サイン #,いいえ,
"Redac, Inc.",,,,"Redac, Inc.","Relo Redac, Inc.",,恒彦,いいえ,
"k International,BV",,,,ンターナショナルビーブイ,"ReMark International,BV",RemarkI,サイン #,はい,休眠
ssance Boston Waterfront Hotel,,,, ボストン ウォーターフロント ホテル,,Renaissance Boston Waterfront Hotel,サイン #,いいえ,
"sentative Office of MUFG Bank, Ltd.",,,,,,,サイン #,いいえ,
urant Rruzu,,,, リューズ,,,サイン #,いいえ,
株式会社,,,,,,"ソーシャル拡散,ネイティブ広告,レビューサイト運営,外食,広告商品,検索流入,食分野",サイン #,いいえ,
omm Inc,,,,,,,サイン #,いいえ,
mm Inc,,,,,,,サイン #,いいえ,
" Global (Shanghai) Co., Ltd.",,,,,,,サイン #,いいえ,
ューションズ株式会社,,,,ューションズ,,,サイン #,いいえ,
xecutive Search Japan,,,,,,,サイン #,いいえ,
"uman Resource Consulting Shanghai Co., Ltd.",,,,,,,サイン #,いいえ,
 Australia Pty Ltd,,,,ストラリア,rhipe Australia Pty Ltd,,サイン #,いいえ,
 Japan K.K.,,,,,,,サイン #,いいえ,
 Japan 株式会社,,,, Japan,,, 志築,いいえ,
 Japan株式会社,,,,ャパン,,, 志築,いいえ,
 Singapore Pte Ltd,,,, Singapore Pte Ltd,,,サイン #,いいえ,
RD MILLE,,,,,,,サイン #,いいえ,
L,,,,,,,サイン #,いいえ,
"isoft Co., Ltd.",,,,"isoft Co., Ltd.",,,サイン #,いいえ,
"i Street, Inc.",,,,"i Street, Inc.","Rimini Street, Inc.",RIMINI, Alpha俊徳,いいえ,
株式会社,,,,,,, 匡一,いいえ,
RANTE YAMAZAKI,,,,RANTE YAMAZAKI,RISTORANTE YAMAZAKI,,サイン #,いいえ,
IMPORT株式会社,,,,ート,,,サイン #,いいえ,
town Kids,,,,town Kids,,,サイン #,いいえ,
イノベーションズ株式会社,,,,,,,サイン #,いいえ,
グループ株式会社,,,,グループ,"RIZAP GROUP, Inc.",RIZAP,塚 世樹,いいえ,
株式会社,,,,,,RIZAP,塚 世樹,いいえ,
nalytics K.K.,,,,,,,サイン #,いいえ,
nalytics株式会社,,,,,,,サイン #,いいえ,
t Half Japan Ltd.,,,,,,,サイン #,いいえ,
 Bank Investment Management,,,,ンクインベストメントマネージメント,,,サイン #,はい,休眠
ジニアリング株式会社,,,,,,,サイン #,いいえ,
ノロジーズ株式会社,,,,ノロジーズ,RPA Technologies Inc.,, 啓介,いいえ,
ルディングス株式会社,,,,,,,サイン #,いいえ,
nnelley,,,,ー,RR Donnelley,,サイン #,いいえ,
apan株式会社,,,,,,,サイン #,いいえ,
ORT株式会社,,,,ート,,,サイン #,いいえ,
echnology Corporation,,,,echnology Corporation,RTP Technology Corporation,RTPT, 理,いいえ,
k,,,,,,,サイン #,いいえ,
k Japan KK,,,,,,,サイン #,いいえ,
k Japan株式会社,,,,,,,サイン #,いいえ,
"k, Inc.",,,,,,,サイン #,いいえ,
 Japan,,,, Japan,Rusal Japan,, 章子,いいえ,
 Electro Europe GmbH,,,,,,,サイン #,いいえ,
会社,,,,,,,サイン #,いいえ,
PLAZA,,,,PLAZA,SAAS PLAZA,,サイン #,いいえ,
agnetics(Hong Kong)Limited,,,,agnetics(Hong Kong)Limited,SAE Magnetics(Hong Kong)Limited,,サイン #,いいえ,
 Connected World 株式会社,,,, Connected World,,,サイン #,いいえ,
y Management System Support of JAPAN,,,,,,,サイン #,いいえ,
bal,,,,,,,サイン #,いいえ,
ーバルジャパン株式会社,,,,ーバルジャパン,SAI Global JAPAN,SAIGJ,サイン #,いいえ,
 ROBOTICS株式会社,,,,,,"Webシステム開発,WEBシステム開発,インサイドセールスサポート,システム導入支援,パイプライン,ライセンス販売,営業戦略コンサルティング,営業支援クラウドサービス,営業支援システム構築,営業支援システム開発,顧客データベース,高速全文検索エンジン",サイン #,いいえ,
force,,,,,,,サイン #,いいえ,
"force.com Co., Ltd.",,,,ォースドットコム,"salesforce.com Co., Ltd.",SALFOR, 理美,いいえ,
"n, Inc.",,,,,,,サイン #,いいえ,
n改修テスト企業1-4,,,,n改修テスト企業1-4,,,サイン #,いいえ,
n改修テスト企業19-24,,,,n改修テスト企業19-24,,,サイン #,いいえ,
n改修テスト企業25-30,,,,n改修テスト企業25-30,,,サイン #,いいえ,
n改修テスト企業31-38,,,,n改修テスト企業31-38,,,サイン #,いいえ,
n改修テスト企業39-41,,,,n改修テスト企業39-41,,,サイン #,いいえ,
n改修テスト企業42-46,,,,n改修テスト企業42-46,,,サイン #,いいえ,
n改修テスト企業47-50,,,,n改修テスト企業47-50,,,サイン #,いいえ,
n株式会社,,,,,"Sansan, Inc.",SANSAN, 一馬,いいえ,
ocietas Europaea (SAP SE),,,,ocietas Europaea (SAP SE),SAP Societas Europaea (SAP SE),,サイン #,いいえ,
パン株式会社,,,,パン,"SAP Japan Co., Ltd",SAP0807,サイン #,いいえ,
nstitute Japan 株式会社,,,,nstitute Japan,,,サイン #,いいえ,
nstitute Japan株式会社,,,,ティチュートジャパン,SAS Institute Japan Ltd.,,サイン #,いいえ,
stitute Japan株式会社,,,,,,,サイン #,いいえ,
"GLOBAL SOLUTIONS, INC.",,,,ローバル ソリューションズ,"SATO GLOBAL SOLUTIONS, INC.",,サイン #,いいえ,
I,,,,,,,サイン #,いいえ,
政書士法人,,,,,,,サイン #,いいえ,
ls Investment Management Asia Limited,,,,インベストメントマネージメントアジアリミテッド,Savills Investment Management Asia Limited,, 麗,いいえ,
S株式会社,,,,シーアンドエス,,, 賢人,いいえ,
ntWorks Asia株式会社,,,,,,,サイン #,いいえ,
XES株式会社,,,,,,,サイン #,いいえ,
in Tech Solutions株式会社,,,,,,,サイン #,いいえ,
inTech Solutions株式会社,,,,inTech Solutions,"SBI FinTech Solutions Co.,Ltd.",SBIAX, 武司,いいえ,
3 Japan株式会社,,,,,,,サイン #,いいえ,
Cトレード株式会社,,,,,,"仮想通貨取引所運営,金融機関向けシステム開発",サイン #,いいえ,
ES株式会社,,,,,,,サイン #,いいえ,
Gシステムズ株式会社,,,,,,,サイン #,いいえ,
ベストメント株式会社,,,,,,,サイン #,いいえ,
シャルレンディング株式会社,東京都港区六本木1-6-1 泉ガーデンタワー14F,,,,,,サイン #,いいえ,
ードウィンテック株式会社,,,,イトレードウィンテック,"SBI Trade Win Tech Co., Ltd.",,サイン #,いいえ,
ネス･ソリューションズ株式会社,東京都港区三田1-4-28　三田国際ビル,"1,940",815000000,ネスソリューションズ,"SBI Business Solutions Co., Ltd.",, 雄大,いいえ,
ルディングス株式会社,,,,ルディングス,,SBI, 佑一,いいえ,
シングサービス株式会社,,,,,,,サイン #,いいえ,
イディティ・マーケット株式会社,,,,イリクイディティマーケット,"SBI Liquidity Market Co., Ltd.",,女 初音,いいえ,
保険株式会社,,,,イセイメイホケン,"SBI LIFE INSURANCE CO., LTD.",SBI,女 初音,いいえ,
保険株式会社,,,,イソンガイホケン,"SBI Insurance Co., Ltd.",,女 初音,いいえ,
ード株式会社,,,,ストレード,,,サイン #,いいえ,
ルディングス株式会社,,,,スホールディングス,,,サイン #,いいえ,
ワーク株式会社,,,,クアットワーク,SB ATWORK CORP.,SBATWORK, 賢人,いいえ,
ンチャー株式会社,,,,ンチャー,SB Innoventure Corp.,SBIN, 賢人,いいえ,
ストメントアドバイザーズジャパン株式会社,東京都千代田区霞が関三丁目2番1号 霞が関コモンゲート西館　21階,,"11,670,435,537",ストメントアドバイザーズジャパン,,, 希望,いいえ,
ー株式会社,,,,ー,SB Energy Corp.,SBE, 遼,いいえ,
ド株式会社,,,,ド,SB Cloud Corp.,, 晃太,いいえ,
イティブ株式会社,,,,イティブ,SB Creative Corp.,, 賢人,いいえ,
ロジー株式会社,,,,クノロジー,SoftBank Technolozy,SBT, 誠,いいえ,
ヤーズ株式会社,,,,ヤーズ,SB Players Corp.,SBPLAY, 賢人,いいえ,
ムワークス株式会社,,,,ムワークス,SB Frameworks Corp.,SBFW, 賢人,いいえ,
ントサービス株式会社,,,,ントサービス,Softbank Payment Service Corp.,PSSB, 晃太,いいえ,
アホールディングス株式会社,東京都新宿区早稲田鶴巻町519 早稲田松浦ビル2階,,4900000000,アホールディングス,SB Media Holdings Corp.,SBMM, 茜,いいえ,
ルサービス株式会社,,,,クモバイルサービス,,, 誠,いいえ,
ティクス株式会社,,,,ジスティクス,,, 賢人,いいえ,
TY,,,,,,,サイン #,いいえ,
e verge,,,,,,,サイン #,いいえ,
dt HK Ltd,,,,,Schmidt HK Ltd,, 翼,いいえ,
ider Electric,,,,ider Electric,Schneider Electric,,サイン #,いいえ,
X株式会社,,,,,,, 憲樹,いいえ,
e Software Inc.,,,,ソフトウェア,Scribe Software Inc.,,サイン #,いいえ,
ービスウェア株式会社,,,,スケーサービスウェア,SCSK ServiceWare Corporation,, 良,いいえ,
レッシェンド株式会社,,,,レッシェンド,CSK PRESCENDO CORPORATION,CSKPRE, 正臣,いいえ,終息
式会社,,,,スケー,SCSK Corporation,, 佑一,いいえ,
海道株式会社,,,,ッカイドウ,,, 勝,いいえ,
会社,,,,,,,サイン #,いいえ,
パン株式会社,,,,エルジャパン,SDL Japan K.K.,,サイン #,いいえ,
スモMFG株式会社,,,,エヌアイコスモエムエフジー,,, 佑一,いいえ,
スモ株式会社,,,,スモ,,SDNI, 誠,いいえ,
te,,,,,,,サイン #,いいえ,
H FIRM JAPAN,,,,,,,サイン #,いいえ,
e Works Japan株式会社,,,,,,,サイン #,いいえ,
eWorks Japan株式会社,,,,,,,サイン #,いいえ,
 GK,,,,,,,サイン #,いいえ,
ORP,,,,,,,サイン #,いいえ,
cenow,,,,cenow,,,サイン #,いいえ,
ceNow Japan G.K.,,,,,,,サイン #,いいえ,
ceNow Japan K K,,,,,,,サイン #,いいえ,
ceNow Japan株式会社,,,,ceNow Japan,ServiceNow Japan,, Alpha俊徳,いいえ,
ceNow Japan合同会社,,,,,,,サイン #,いいえ,
"ceNow, Inc.",,,,,,,サイン #,いいえ,
ceNowJapan株式会社,,,,,,,サイン #,いいえ,
トウェア株式会社,,,,ィーソフトウェア,,,サイン #,いいえ,
e,,,,,,,サイン #,いいえ,
ト株式会社,,,,,,,サイン #,いいえ,
Australia Pty. Ltd.,,,,Australia Pty. Ltd.,SFDC Australia Pty. Ltd.,SFDC-A,サイン #,はい,休眠
シング株式会社,,,,,,,サイン #,いいえ,
